User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1001136,P8271,F,26-35,10,B,2,0,14,1.0,14.0,8032
1002810,P1748,F,26-35,5,A,4+,0,9,5.0,,6473
1008667,P4551,F,18-25,3,C,3,0,10,,,4241
1009518,P7400,F,26-35,6,A,1,0,13,1.0,,7544
1001019,P7643,M,46-50,18,C,2,1,3,11.0,,6037
1005237,P9701,M,46-50,6,B,4+,0,9,3.0,,6947
1001283,P2823,F,26-35,13,B,2,1,2,10.0,,1305
1000659,P7852,F,26-35,16,B,4+,1,8,7.0,9.0,6146
1002010,P8777,M,46-50,16,A,0,0,7,,6.0,5181
1008590,P5232,M,0-17,12,C,4+,0,9,,11.0,6635
1001733,P7519,M,51-55,0,A,0,1,13,,9.0,7043
1002125,P2777,M,18-25,1,C,3,1,7,13.0,9.0,7247
1002171,P2222,F,36-45,17,B,1,1,7,12.0,,5923
1008266,P8630,M,36-45,3,B,0,1,1,12.0,4.0,3260
1003471,P2777,M,26-35,12,B,2,0,2,8.0,1.0,3767
1009028,P8490,M,46-50,0,A,4+,0,17,,13.0,9669
1005624,P5859,F,18-25,3,B,2,0,10,13.0,,5920
1008691,P9893,F,26-35,1,C,0,0,15,,,8988
1008329,P9118,M,26-35,3,A,2,0,16,1.0,1.0,8410
1002097,P3989,M,46-50,15,B,4+,0,13,17.0,,10052
1005068,P9343,F,18-25,3,B,1,1,8,13.0,,5976
1006397,P2325,F,46-50,8,B,2,0,9,15.0,,5897
1002757,P6127,M,26-35,16,A,3,0,1,12.0,17.0,4671
1003920,P9998,F,18-25,20,B,4+,0,4,17.0,8.0,5392
1008186,P3722,M,36-45,19,C,4+,1,18,3.0,8.0,11633
1001900,P5656,F,18-25,20,A,3,0,1,7.0,,3703
1002610,P2325,M,26-35,1,B,0,1,3,,,3271
1006900,P5133,M,0-17,2,B,3,1,10,2.0,,6582
1001449,P3869,F,26-35,14,B,0,0,2,6.0,18.0,3040
1008738,P2242,M,36-45,6,B,1,0,18,4.0,,11035
1005017,P9539,F,26-35,3,B,0,1,2,16.0,,4743
1007999,P2831,F,26-35,11,A,1,0,13,15.0,15.0,8555
1006052,P2569,F,26-35,0,C,1,0,9,10.0,14.0,7302
1002096,P8246,M,18-25,16,C,3,0,2,14.0,1.0,5412
1008895,P2918,M,26-35,3,A,1,1,2,9.0,17.0,2958
1006404,P7416,M,55+,3,B,0,0,5,,17.0,5483
1009817,P4232,F,46-50,8,C,2,1,14,7.0,,6540
1003331,P4758,M,18-25,20,C,4+,0,3,7.0,,4923
1007462,P6997,M,0-17,9,C,4+,0,14,8.0,,7021
1005105,P3355,M,51-55,18,C,0,1,1,,16.0,3648
1002978,P2824,M,26-35,18,A,2,0,9,,,5252
1002839,P8280,F,26-35,14,C,1,0,16,,,10553
1003384,P5060,M,46-50,16,C,0,0,17,11.0,,9586
1000685,P6324,F,26-35,6,B,1,0,8,7.0,,6648
1007531,P1404,F,26-35,2,B,3,0,15,5.0,13.0,8029
1004283,P2721,F,55+,4,B,2,1,8,,,3227
1007736,P6316,F,36-45,15,B,4+,1,7,8.0,17.0,5119
1007710,P4845,M,18-25,6,A,0,1,9,10.0,,5623
1001619,P5210,M,18-25,15,A,4+,1,2,5.0,4.0,3982
1006868,P1064,M,18-25,8,A,1,1,10,15.0,,8590
1001431,P7382,F,36-45,0,B,1,1,5,16.0,11.0,6008
1009067,P1968,M,18-25,2,A,3,1,16,10.0,,8543
1004713,P1368,F,0-17,7,C,1,0,1,,,1308
1009557,P9424,M,51-55,17,A,1,0,6,4.0,18.0,4827
1009435,P3242,M,18-25,17,C,4+,1,10,14.0,,7896
1004998,P6002,M,0-17,18,C,4+,0,10,,16.0,7250
1000162,P4083,F,18-25,6,C,0,1,19,,,8070
1001974,P9073,M,18-25,19,B,0,0,13,,,8036
1003291,P9880,F,26-35,5,A,1,0,19,1.0,15.0,11474
1008461,P2469,F,51-55,10,B,2,1,3,,,4151
1000631,P5725,F,46-50,4,A,0,0,13,,12.0,7497
1000905,P5259,M,26-35,11,C,1,1,4,1.0,,4093
1002014,P4622,M,26-35,0,A,4+,1,8,14.0,,4948
1009833,P1823,F,26-35,18,B,3,1,12,9.0,,8533
1007896,P4431,F,18-25,10,C,4+,0,17,15.0,1.0,9570
1000204,P7528,F,0-17,14,C,4+,0,1,,,4165
1000581,P5151,F,51-55,15,C,3,0,2,9.0,7.0,4356
1005675,P5213,F,18-25,2,B,4+,1,9,11.0,,5744
1009032,P8420,M,18-25,10,B,0,0,1,5.0,,3761
1005347,P9989,M,26-35,10,B,4+,0,19,12.0,,9789
1009911,P1779,M,26-35,9,A,3,0,17,16.0,,9582
1002643,P3892,F,0-17,1,C,1,0,5,3.0,,5669
1008017,P6534,F,18-25,19,B,1,1,15,5.0,,9153
1002297,P4306,M,26-35,4,A,1,0,20,,,10279
1000874,P3902,M,36-45,7,C,3,0,12,4.0,,7773
1005560,P4718,F,18-25,12,B,3,1,4,15.0,,2921
1000689,P1021,F,26-35,14,C,0,1,15,,,9105
1004000,P2500,F,26-35,1,C,3,1,3,8.0,,5295
1009614,P4641,M,51-55,11,C,1,1,14,,,7590
1000671,P6212,F,26-35,7,A,3,0,4,,7.0,4340
1007927,P1191,F,18-25,20,A,2,0,19,5.0,6.0,10772
1001171,P9587,F,26-35,18,C,4+,1,6,16.0,,5421
1005591,P8174,M,36-45,0,C,0,1,17,10.0,5.0,9019
1009135,P6114,F,18-25,7,B,1,1,18,4.0,18.0,10477
1006342,P5662,M,26-35,9,B,1,1,8,17.0,,4722
1001449,P5326,F,0-17,12,A,2,1,19,,8.0,11146
1002539,P5335,F,0-17,4,C,0,0,20,8.0,,10323
1003959,P9281,M,26-35,8,A,4+,0,12,8.0,2.0,5465
1006285,P9648,F,18-25,9,A,0,1,17,12.0,,9796
1005432,P6494,M,46-50,13,B,0,1,19,,,10817
1004260,P9536,F,36-45,10,A,1,1,1,7.0,,1954
1002361,P3711,M,26-35,13,C,3,1,11,17.0,,7673
1006164,P8595,F,26-35,2,A,4+,0,10,5.0,,4540
1003670,P7273,M,26-35,20,A,0,0,16,8.0,,9078
1001753,P7284,M,0-17,15,B,2,0,5,8.0,,5244
1008100,P9817,F,51-55,19,B,1,1,17,7.0,,7917
1001938,P4994,M,55+,16,A,3,0,9,3.0,,5478
1008562,P2678,F,18-25,4,B,3,0,8,6.0,,4238
1005976,P9414,M,18-25,6,B,1,1,10,,13.0,6755
1006588,P1743,F,18-25,16,C,0,0,8,,,6690
1008616,P1462,F,36-45,19,A,1,1,3,,,3269
1006304,P2568,F,36-45,10,C,3,0,12,,6.0,6261
1007345,P2736,F,46-50,11,B,3,0,4,7.0,,4426
1007875,P8903,M,36-45,1,A,2,1,18,17.0,,9693
1009086,P8002,F,26-35,18,A,2,1,9,,,5840
1006633,P9856,F,36-45,4,B,3,0,4,13.0,,6034
1000597,P2356,F,36-45,10,A,2,1,2,7.0,6.0,3621
1003062,P2014,F,26-35,18,A,2,0,7,9.0,,5676
1002336,P2054,F,26-35,6,A,2,0,18,,,9097
1009879,P2764,M,36-45,20,B,3,0,2,15.0,,5511
1000572,P7009,F,26-35,5,B,0,1,2,,,3754
1007521,P5458,M,36-45,10,A,0,0,10,5.0,1.0,4815
1006171,P1667,M,36-45,13,B,4+,0,3,6.0,,3445
1007097,P4370,F,36-45,3,C,2,1,19,12.0,6.0,9244
1002090,P6976,F,36-45,7,A,0,0,2,,,3206
1006566,P2394,M,26-35,8,C,4+,0,3,,,4733
1004624,P9290,M,36-45,1,B,1,0,9,3.0,,4676
1001633,P5070,M,26-35,10,C,2,1,11,,,7205
1001517,P7982,F,18-25,19,A,0,0,11,5.0,,9579
1003648,P9613,M,0-17,6,C,0,1,3,,,3895
1001537,P6599,M,26-35,3,B,0,0,5,,,3647
1003137,P4650,F,36-45,13,B,4+,0,12,17.0,4.0,5979
1006985,P4620,M,55+,0,B,1,1,15,8.0,17.0,7716
1000097,P4190,F,26-35,11,A,2,0,17,,,8166
1003750,P9789,M,26-35,18,C,0,1,16,,7.0,9306
1008535,P1391,F,18-25,4,B,3,0,17,,,9691
1008174,P2075,M,0-17,7,A,2,0,15,17.0,10.0,8764
1008103,P3650,F,36-45,10,A,3,0,13,2.0,,7224
1005413,P3384,F,18-25,3,A,4+,0,2,3.0,2.0,831
1004666,P1809,M,36-45,14,B,0,0,17,9.0,12.0,10938
1000610,P9047,F,36-45,19,B,2,0,1,,,3117
1001727,P6501,M,26-35,11,B,2,0,10,1.0,,7090
1001854,P7895,F,46-50,19,A,0,0,4,,,3646
1005055,P2159,F,26-35,20,B,1,0,10,13.0,,6709
1002324,P8574,F,18-25,9,B,4+,0,12,8.0,,6644
1009369,P2531,F,51-55,15,A,0,0,3,5.0,,2499
1009283,P6481,F,46-50,7,A,2,0,1,,,1730
1005774,P8548,F,18-25,19,A,1,0,19,12.0,,10722
1006519,P5976,F,0-17,7,C,2,1,1,,,3178
1001749,P6695,M,18-25,5,B,3,1,19,,9.0,9379
1000781,P9445,M,18-25,2,C,2,0,4,16.0,5.0,2577
1007548,P4548,F,55+,7,A,4+,0,13,17.0,,7192
1006823,P7163,F,26-35,9,C,0,0,14,14.0,,9076
1002105,P7671,F,26-35,4,B,2,1,14,17.0,,6713
1003867,P6264,M,51-55,10,B,3,0,3,,,4115
1007193,P2231,F,26-35,3,A,3,0,19,15.0,2.0,8987
1004976,P3423,M,26-35,16,B,0,0,11,2.0,,9014
1002113,P9071,F,51-55,2,C,3,1,9,14.0,,5112
1005879,P5261,F,46-50,17,A,0,1,6,,,6214
1003970,P3908,F,46-50,7,A,4+,0,4,15.0,,5238
1009259,P5712,F,26-35,11,B,0,0,5,,,6510
1007264,P7755,F,46-50,20,C,1,1,9,1.0,,5176
1001577,P4883,M,18-25,15,B,3,0,1,,15.0,1922
1009203,P4515,F,26-35,13,A,3,0,15,,,10178
1002274,P4403,M,55+,20,B,2,1,11,15.0,,9102
1004869,P5598,M,18-25,15,B,1,0,1,,,2860
1006744,P6008,F,46-50,3,C,2,0,17,12.0,,5096
1002426,P7222,F,26-35,0,C,0,0,15,10.0,4.0,8097
1005546,P5009,F,0-17,0,B,4+,1,14,,,5779
1006852,P3735,M,36-45,14,A,3,0,9,,,5747
1002551,P5491,M,18-25,19,C,4+,1,4,6.0,,5257
1006411,P9593,M,36-45,19,B,0,0,9,6.0,,7419
1000007,P1974,F,18-25,2,C,0,1,5,10.0,,6018
1008087,P1223,M,51-55,13,B,1,1,3,,,3833
1002555,P5613,M,18-25,8,C,2,0,18,16.0,,8808
1000475,P7777,M,18-25,18,C,3,0,9,5.0,,8081
1005416,P9427,F,18-25,7,A,3,1,4,,,4472
1008676,P5211,M,51-55,1,C,4+,1,7,10.0,,4724
1007239,P1225,M,36-45,3,A,1,0,1,13.0,,2918
1006710,P9183,F,36-45,0,C,0,1,16,,5.0,7946
1005000,P5277,F,26-35,10,C,1,0,6,6.0,,5830
1004654,P2341,F,26-35,4,A,3,0,6,,17.0,6666
1008078,P5036,M,18-25,1,B,2,1,14,10.0,,7089
1006063,P9401,M,26-35,12,B,4+,0,5,,14.0,5525
1002285,P4727,M,18-25,16,C,0,0,11,,,5824
1005223,P4928,F,55+,16,C,0,1,1,11.0,9.0,2073
1006971,P3803,M,46-50,17,B,0,1,20,13.0,,11995
1003525,P7558,F,26-35,20,C,2,1,10,17.0,,7116
1002822,P1393,F,18-25,8,A,3,1,1,4.0,16.0,1549
1004943,P7839,M,46-50,5,A,3,1,4,15.0,,4211
1006530,P9795,M,18-25,19,B,1,1,8,2.0,,7695
1000258,P1581,M,18-25,2,B,1,0,1,6.0,,1084
1000282,P1132,F,18-25,7,A,3,0,8,9.0,7.0,7716
1001898,P3838,F,26-35,2,B,0,0,14,,1.0,8408
1004135,P4385,M,46-50,0,B,2,1,17,16.0,,9812
1006629,P4770,F,26-35,19,C,3,0,9,,,6738
1003200,P3268,M,18-25,12,A,2,0,6,,,7517
1005110,P1975,M,26-35,20,B,4+,1,1,,,5055
1007167,P8605,M,36-45,4,B,0,0,9,7.0,13.0,5699
1000612,P8213,F,18-25,15,C,4+,0,1,11.0,14.0,4209
1000687,P3835,F,18-25,20,B,3,0,14,11.0,6.0,7920
1003690,P3738,M,51-55,15,C,1,1,11,,,7264
1008804,P5134,M,55+,11,C,3,0,8,15.0,9.0,7920
1002307,P7833,F,55+,12,B,4+,0,12,5.0,,7985
1007133,P9353,M,46-50,3,A,2,0,6,,,5674
1006509,P2909,F,18-25,8,C,3,0,17,5.0,,10684
1009973,P2963,M,18-25,15,B,1,0,11,9.0,,8258
1005906,P6153,F,26-35,0,B,4+,1,10,,,5027
1002591,P1966,M,26-35,4,B,3,0,8,,,7734
1007183,P1889,F,55+,20,C,4+,0,12,,6.0,8619
1005248,P4061,M,46-50,4,C,4+,1,4,15.0,,4844
1008766,P7461,F,36-45,18,C,0,1,13,,17.0,8347
1005108,P7166,F,18-25,8,A,2,0,3,,3.0,5013
1003604,P7967,F,51-55,7,B,0,0,20,,,12718
1000669,P9101,F,46-50,18,A,4+,1,4,4.0,,4230
1004364,P8379,M,18-25,17,A,1,0,8,16.0,,7798
1007329,P8280,F,46-50,14,C,1,0,5,11.0,6.0,4881
1001283,P2067,F,18-25,3,B,0,0,2,,,582
1000923,P5223,M,18-25,14,B,1,0,8,,,4655
1001125,P5607,F,36-45,12,B,4+,1,5,6.0,,5229
1001529,P4985,M,36-45,17,C,3,0,16,,,10932
1009786,P4179,F,18-25,19,A,4+,0,15,13.0,18.0,9871
1008438,P5538,F,26-35,4,A,3,1,19,11.0,10.0,10763
1003711,P3362,F,55+,17,B,1,0,13,,,11328
1008004,P3224,F,36-45,7,B,2,0,11,,,7454
1009752,P7371,F,36-45,0,C,2,0,16,16.0,7.0,8082
1006274,P2726,F,18-25,18,C,4+,1,18,,,10128
1003864,P6791,M,0-17,16,B,4+,0,15,,,11222
1007833,P9073,M,18-25,1,C,1,1,6,,,3237
1006788,P9458,F,18-25,18,A,2,0,8,10.0,5.0,7766
1000226,P8013,F,18-25,15,C,2,1,4,4.0,8.0,4519
1000264,P1837,M,18-25,17,A,4+,1,16,6.0,,8722
1009587,P5584,M,26-35,1,C,2,1,11,,,5020
1000645,P1686,F,26-35,5,B,4+,0,20,,,12077
1007544,P1356,F,46-50,6,A,0,0,2,8.0,,2131
1005569,P5647,F,18-25,5,A,2,0,4,7.0,11.0,3975
1002990,P5418,F,26-35,5,B,3,0,14,,,6730
1002504,P7642,F,0-17,8,B,1,0,11,11.0,,9239
1009346,P4391,F,26-35,7,A,4+,0,4,,,4138
1000587,P5357,M,0-17,20,B,2,1,3,10.0,,3084
1009177,P5879,F,55+,8,B,2,1,5,10.0,6.0,3965
1004079,P6319,F,46-50,11,B,4+,0,6,1.0,,6732
1003348,P3739,M,26-35,17,C,3,0,9,17.0,,5748
1006299,P5784,M,18-25,5,A,2,1,4,,,3766
1003831,P1877,M,36-45,3,B,0,0,7,12.0,5.0,6705
1009433,P3870,M,36-45,6,C,1,0,13,17.0,14.0,8271
1008381,P1292,F,18-25,17,B,4+,0,10,7.0,,5557
1009172,P9728,M,26-35,19,B,2,0,12,,,8508
1009890,P3686,M,46-50,4,B,1,1,10,2.0,5.0,6357
1001715,P1233,F,36-45,17,A,4+,1,11,16.0,,7483
1006450,P3374,M,46-50,9,B,4+,0,11,,,8376
1005433,P3272,M,46-50,7,C,4+,0,6,,2.0,5409
1001098,P1966,F,51-55,0,A,3,0,6,,,4289
1007096,P1889,F,26-35,14,C,0,1,20,,,10670
1002326,P4863,F,26-35,2,A,4+,1,6,17.0,13.0,5812
1009087,P7154,F,46-50,14,B,3,0,12,14.0,,6776
1006416,P4400,F,36-45,13,C,4+,1,14,,6.0,5779
1006980,P9226,F,55+,0,C,4+,0,18,3.0,3.0,8930
1006763,P5542,F,0-17,20,C,3,0,19,10.0,13.0,11254
1001674,P4523,M,26-35,7,C,0,1,10,,,6220
1007950,P2763,M,18-25,6,B,1,0,10,,,6030
1009122,P4291,F,18-25,8,B,2,0,7,9.0,4.0,4843
1008915,P3488,M,18-25,17,B,4+,1,10,10.0,,7291
1006049,P2558,F,36-45,11,B,0,0,14,16.0,,6702
1001089,P5690,M,18-25,7,B,2,0,5,,,5514
1004578,P7121,F,36-45,7,B,4+,0,11,12.0,,3625
1009127,P3276,M,36-45,5,B,2,0,7,8.0,5.0,6048
1000155,P5439,F,18-25,2,C,3,0,20,15.0,,10496
1009262,P2103,M,18-25,1,B,0,0,18,11.0,,10156
1001958,P8520,F,36-45,13,A,0,1,11,13.0,,4866
1006344,P6409,M,36-45,7,B,1,1,20,6.0,9.0,11071
1005779,P8869,M,46-50,5,B,1,0,3,13.0,,3149
1006144,P3956,F,46-50,3,B,2,0,7,11.0,,6903
1005063,P8710,M,55+,4,C,3,1,4,6.0,,4574
1003830,P7017,M,36-45,20,B,2,1,19,6.0,,9688
1009046,P4384,M,51-55,12,C,4+,0,18,5.0,,8191
1008831,P1028,M,46-50,8,B,0,1,11,7.0,,6442
1009794,P9897,M,51-55,12,B,2,0,14,,,9594
1006659,P8756,F,0-17,8,C,2,1,10,6.0,,7863
1000441,P7948,F,55+,15,A,0,0,14,9.0,9.0,8718
1006040,P6755,M,26-35,11,A,0,1,4,,4.0,4656
1005925,P4602,F,46-50,1,A,1,0,12,5.0,10.0,6462
1007358,P6062,M,18-25,18,B,1,1,12,,,8154
1004628,P9071,F,26-35,15,A,0,0,2,2.0,,5159
1006370,P8244,M,18-25,12,C,2,0,6,4.0,,5004
1009528,P7372,M,18-25,4,B,4+,1,5,,17.0,5331
1000948,P8105,M,18-25,5,B,2,1,19,16.0,15.0,9566
1008179,P4581,M,46-50,20,A,4+,1,15,1.0,6.0,10716
1006115,P3762,F,0-17,16,A,0,0,10,16.0,,7654
1000459,P1572,F,26-35,16,A,4+,1,7,1.0,,6927
1007568,P8705,F,18-25,16,B,1,1,19,17.0,,12819
1004646,P1614,M,36-45,2,B,0,0,8,5.0,7.0,2522
1000392,P5050,F,18-25,12,B,3,1,15,16.0,,9625
1001787,P1325,F,18-25,11,B,4+,1,4,3.0,,4823
1007374,P4740,M,26-35,5,C,4+,1,13,,2.0,8337
1001138,P1358,M,36-45,20,A,3,1,5,17.0,,5789
1004741,P4777,M,18-25,12,C,3,1,11,11.0,,7708
1007418,P6906,F,18-25,13,B,0,1,16,9.0,12.0,9584
1006362,P2721,F,18-25,6,B,2,1,20,11.0,,11447
1002454,P2349,M,55+,4,A,3,1,18,,4.0,10732
1009658,P4696,F,26-35,13,B,4+,1,15,17.0,16.0,8750
1003674,P4896,M,36-45,17,A,3,1,1,5.0,18.0,3495
1001377,P5260,F,18-25,3,C,0,0,8,,,5404
1006701,P7941,M,26-35,0,B,0,0,4,,9.0,3405
1002597,P4808,F,0-17,6,C,4+,0,9,9.0,16.0,8096
1000141,P6246,F,0-17,19,B,4+,1,19,,,9215
1002659,P9384,F,26-35,12,A,4+,0,7,6.0,,6420
1004596,P4845,M,26-35,3,B,2,0,15,,,9373
1009031,P3577,M,18-25,12,A,4+,0,3,,,3584
1005661,P1091,M,36-45,3,C,0,1,12,,,7635
1006142,P5234,F,55+,2,C,0,1,2,,16.0,4436
1005626,P9672,M,26-35,7,B,3,1,19,8.0,,9924
1008787,P7592,F,36-45,19,B,4+,0,7,,,7514
1008472,P9128,M,55+,7,B,2,0,11,,,8462
1000423,P2075,M,46-50,16,C,1,0,19,,8.0,10008
1006999,P3513,F,26-35,14,A,3,0,8,,,4710
1004249,P9168,F,36-45,3,C,2,1,13,,,7579
1001750,P7861,M,18-25,5,B,4+,0,9,,,4712
1004757,P9990,M,26-35,5,C,2,0,2,,13.0,200
1001967,P1604,F,18-25,9,C,1,0,18,15.0,,9153
1004088,P3979,F,18-25,3,C,2,0,15,,,10789
1004178,P8140,M,26-35,8,B,1,0,11,5.0,,6643
1007789,P8065,F,18-25,15,A,1,0,15,17.0,,9355
1002946,P5916,M,36-45,6,B,1,0,18,,,10700
1009641,P7800,M,26-35,13,B,2,0,14,1.0,,8631
1005394,P1597,M,26-35,5,C,4+,0,19,7.0,,9800
1007880,P8320,F,18-25,0,A,0,1,13,,,8674
1005075,P9705,M,18-25,17,B,0,1,16,8.0,13.0,9768
1007230,P6622,M,36-45,11,A,2,0,2,12.0,,3650
1001531,P2877,F,55+,14,C,4+,1,2,,,4597
1002990,P2699,F,18-25,0,A,0,1,17,,,7565
1007155,P6780,F,18-25,14,B,1,0,20,14.0,17.0,9324
1004493,P1716,M,46-50,14,A,2,0,18,,,8390
1009335,P5086,F,0-17,15,B,2,0,10,,,7582
1000933,P1665,F,46-50,20,C,3,0,12,8.0,12.0,7804
1001460,P8846,M,26-35,0,A,3,1,3,,,4492
1002723,P7611,M,26-35,2,A,3,0,6,,18.0,4881
1000285,P2079,M,26-35,11,A,4+,1,20,,,9315
1000264,P9419,M,18-25,6,B,2,0,5,1.0,,4233
1006816,P9340,F,26-35,4,B,3,1,8,15.0,,6516
1001762,P2069,M,51-55,0,A,2,1,18,1.0,,9185
1000040,P6263,F,36-45,0,B,1,1,16,,,9824
1005827,P8951,M,36-45,14,A,3,1,14,11.0,,8196
1008259,P2363,M,46-50,7,C,2,0,6,14.0,12.0,5983
1000987,P5508,F,18-25,10,C,4+,1,11,9.0,,4861
1007804,P2755,F,36-45,13,C,4+,0,6,15.0,,4908
1007789,P1519,F,26-35,12,C,4+,1,5,,3.0,4256
1005717,P6463,M,46-50,18,B,3,0,15,,,7703
1003198,P8233,M,26-35,11,B,4+,0,6,15.0,4.0,6694
1005374,P2102,F,36-45,18,B,0,1,16,,9.0,8712
1004790,P1597,F,51-55,3,A,1,0,18,,17.0,8488
1007183,P4273,M,26-35,3,A,2,0,1,7.0,,4442
1002524,P6781,F,0-17,2,A,0,0,3,,,3514
1009277,P7256,F,26-35,5,B,3,1,20,,,11236
1002479,P8258,M,26-35,4,B,2,1,3,,,1697
1009885,P9780,F,36-45,10,A,2,1,7,,1.0,4442
1005154,P7554,M,55+,8,A,4+,1,14,,3.0,10884
1000778,P9002,M,26-35,2,B,2,0,18,13.0,2.0,10645
1009777,P5846,M,26-35,8,A,2,0,15,13.0,,7492
1001492,P5798,F,36-45,11,C,1,1,13,6.0,,8130
1000660,P7605,F,18-25,2,A,3,1,19,1.0,,8525
1001348,P3986,F,18-25,19,B,0,0,2,,11.0,5613
1009491,P1400,F,51-55,16,B,4+,0,7,6.0,,3036
1007851,P3855,M,36-45,20,A,1,0,13,,,9030
1007156,P4412,M,0-17,11,B,0,0,4,13.0,,4872
1002044,P1056,F,18-25,17,B,0,0,6,,,4085
1007368,P9022,F,36-45,3,C,1,0,18,13.0,,9052
1003516,P2875,F,36-45,9,B,4+,0,19,7.0,,10591
1009250,P5543,F,46-50,17,A,3,0,15,15.0,,6886
1009168,P5298,M,18-25,7,A,1,1,3,4.0,,2385
1004577,P4768,F,51-55,8,A,1,1,20,11.0,,10294
1000727,P6752,M,26-35,18,A,1,0,17,8.0,,9180
1007468,P5833,F,36-45,12,B,4+,0,16,,,8564
1000342,P2353,F,36-45,5,C,1,1,13,,,7476
1001447,P5987,F,18-25,6,B,1,0,20,,13.0,9267
1006581,P7597,M,55+,20,B,2,1,8,16.0,9.0,6668
1006317,P5311,F,18-25,5,B,2,0,14,,,8258
1000526,P3934,M,18-25,10,C,2,1,4,8.0,,5435
1006748,P1022,M,46-50,16,A,2,0,7,12.0,10.0,4565
1000405,P2209,F,36-45,18,C,1,0,10,6.0,4.0,6326
1007986,P9940,M,46-50,11,C,2,1,15,16.0,,9666
1009765,P1804,M,26-35,20,A,0,1,16,8.0,13.0,8121
1003740,P9325,M,26-35,20,A,3,0,8,7.0,,6827
1001846,P5416,F,51-55,12,C,2,1,2,3.0,,3554
1001478,P9625,M,0-17,17,C,4+,0,17,1.0,,7016
1000771,P6141,M,46-50,6,A,3,1,6,6.0,1.0,4467
1005525,P5968,F,18-25,4,B,0,0,16,,14.0,9037
1008770,P4671,F,46-50,15,B,3,0,2,,,3446
1000193,P8292,M,18-25,3,B,3,1,18,17.0,,9111
1002007,P8001,M,36-45,0,B,0,0,11,,,6887
1001185,P3098,M,51-55,3,A,2,0,12,,,8467
1002394,P9444,M,26-35,2,B,0,0,5,6.0,16.0,5065
1009984,P6061,F,36-45,3,C,4+,0,2,11.0,11.0,2073
1009302,P4264,F,46-50,0,C,0,1,18,15.0,,7449
1004005,P6435,M,36-45,11,A,1,0,6,11.0,,5983
1007429,P9493,F,51-55,12,C,1,1,1,7.0,,1707
1002261,P7691,M,26-35,1,A,3,0,9,15.0,,5326
1003736,P3763,F,18-25,8,B,2,0,15,16.0,1.0,8721
1006716,P5005,F,0-17,6,C,2,0,8,8.0,11.0,6936
1004875,P4241,M,18-25,12,B,1,1,14,5.0,16.0,10163
1008921,P4057,M,18-25,1,A,4+,0,4,,10.0,4033
1004378,P1550,M,26-35,0,A,0,0,7,,,4489
1007815,P6574,M,18-25,17,B,0,0,20,,,9879
1003451,P6411,F,0-17,6,C,0,1,8,6.0,,7910
1007616,P2587,F,0-17,17,C,4+,0,10,12.0,,6672
1009836,P6920,M,46-50,18,C,4+,1,18,16.0,8.0,11393
1002800,P6260,F,36-45,7,C,0,0,18,11.0,,9856
1008333,P5409,F,26-35,11,B,0,0,19,,,9665
1005410,P6783,M,51-55,10,C,4+,0,4,10.0,,3854
1001455,P1712,M,0-17,8,A,0,0,13,16.0,,6320
1006892,P6406,F,55+,3,C,4+,0,6,16.0,,5927
1005808,P8990,M,36-45,6,B,3,1,13,,18.0,7715
1006796,P8420,M,18-25,16,C,1,0,16,,,11375
1004796,P7843,F,36-45,10,A,1,0,20,4.0,,10061
1005093,P3433,F,36-45,1,B,4+,0,10,3.0,,5702
1001325,P4301,M,26-35,17,B,0,0,9,14.0,7.0,5560
1004976,P1270,F,46-50,11,C,1,0,7,10.0,4.0,5086
1009405,P2079,M,18-25,8,C,2,1,17,6.0,,8092
1001159,P6322,M,18-25,10,B,0,0,20,,,11383
1004650,P9795,F,18-25,4,B,4+,1,7,4.0,13.0,5169
1004987,P6257,F,18-25,6,B,2,0,2,,16.0,4930
1004697,P8982,M,18-25,0,A,4+,0,19,16.0,,8151
1000340,P7214,M,51-55,4,A,0,0,1,8.0,,4399
1003828,P6006,M,0-17,5,A,3,0,2,,8.0,2226
1001968,P4985,F,26-35,12,B,3,0,5,,17.0,5133
1000703,P9791,M,26-35,10,C,3,0,18,17.0,14.0,8725
1005482,P9705,F,51-55,7,C,0,0,6,10.0,18.0,5063
1006376,P6991,M,55+,19,A,0,1,6,13.0,,2827
1001800,P7227,F,36-45,1,A,2,0,16,17.0,,7655
1005463,P8833,M,55+,14,A,0,1,16,17.0,,9667
1004912,P3886,F,46-50,9,A,0,0,3,4.0,,5847
1004648,P3653,M,55+,7,A,2,1,3,,,1366
1000855,P5864,M,36-45,1,B,2,0,4,14.0,,3957
1002866,P3514,M,0-17,20,B,4+,0,6,9.0,16.0,5278
1000182,P4969,M,26-35,14,B,1,1,3,6.0,,2041
1003112,P4284,F,36-45,5,B,1,0,9,10.0,,4550
1005670,P8740,F,26-35,4,A,4+,0,3,6.0,5.0,2875
1004492,P5566,F,18-25,2,B,3,0,6,9.0,,5080
1005823,P3196,F,26-35,10,C,0,0,20,13.0,,10705
1001517,P1789,F,51-55,10,A,2,1,9,16.0,14.0,4625
1005002,P4475,M,0-17,15,A,2,1,15,16.0,,6999
1001356,P2309,F,36-45,2,A,3,1,9,,,6221
1003629,P1864,F,36-45,8,A,2,1,5,11.0,,4246
1003628,P6389,F,55+,2,B,3,0,16,15.0,16.0,10454
